,activity_vector,freezing_vector
0,1.8664060051654083,0
1,1.2637359141767557,0
2,1.146684952259364,0
3,1.104778030470748,0
4,1.073954278170655,0
5,1.081012767913543,0
6,1.0743589621086287,0
7,1.0798417991533455,0
8,1.073028421797617,0
9,1.0792394280016533,0
10,1.0647790063118068,0
11,1.0457688511928351,0
12,1.0086665245686164,0
13,1.010646044374813,0
14,0.9694755512845936,0
15,0.9724368098206935,0
16,0.9551253228421203,0
17,0.9675269050807939,0
18,0.948086736345778,0
19,0.9610205419062291,0
20,0.989144265121257,0
21,0.9960688053237989,0
22,0.9968787829224536,0
23,0.9572592444813547,0
24,0.930961724616154,0
25,0.889602239035504,0
26,0.8780881502282664,0
27,0.8813827069243759,0
28,0.8500032903386162,0
29,0.8650869191974877,0
30,0.8455596772648181,0
31,0.8191287393931596,0
32,0.8186535617243917,0
33,0.7873205473467229,0
34,0.8011020151601452,0
35,0.8047335337095434,0
36,0.7709849320388854,0
37,0.7407469353628664,0
38,0.7448068188461553,0
39,0.7210635577760613,0
40,0.6805581509636939,0
41,0.6816294597183624,0
42,0.6491751612297264,0
43,0.6480703706512387,0
44,0.6327690454169986,0
45,0.6152125694971472,0
46,0.6105907750195342,0
47,0.6365865833153689,0
48,0.645487311919804,0
49,0.6308858539113973,0
50,0.6168847211250876,0
51,0.6017957320704114,0
52,0.5863654549938374,0
53,0.5957780351597346,0
54,0.587578169303773,0
55,0.5907852204666557,0
56,0.5599046383328095,0
57,0.5561829486861274,0
58,0.5417304871981438,0
59,0.5410607258453096,0
60,0.5531101015654457,0
61,0.5515012378840751,0
62,0.5387373379605043,0
63,0.5525292292612111,0
64,0.5426866999491016,0
65,0.5295998531584027,0
66,0.5117048987922962,0
67,0.5130793436586559,0
68,0.5040147995142258,0
69,0.49916696537022415,0
70,0.4904714625845007,0
71,0.4884847805861846,0
72,0.4924148987176654,0
73,0.4852606456699245,0
74,0.5226597945518655,0
75,0.5130477755584267,0
76,0.49827151512977097,0
77,0.5282422669303299,0
78,0.518436710998331,0
79,0.5308215981768074,0
80,0.5109931505611084,0
81,0.5351007428373439,0
82,0.5467843085930714,0
83,0.5509402707330334,0
84,0.5555045778799911,0
85,0.566899871118105,0
86,0.5988100047190406,0
87,0.5550822035068207,0
88,0.5507927822821,0
89,0.526347185665068,0
90,0.5159247180210486,0
91,0.49663189796847473,0
92,0.4993712843075946,0
93,0.4896397447663832,0
94,0.49581050595772,0
95,0.48803134111464513,0
96,0.4604505115628101,0
97,0.4690130450427539,0
98,0.44278524462334734,0
99,0.45761189642539835,0
100,0.45447079191687034,0
101,0.4493166566068498,0
102,0.48844369932617704,0
103,0.4526099675674706,0
104,0.44683348473401724,0
105,0.43721545863553496,0
106,0.4279414114263547,0
107,0.39419159310869906,0
108,0.4156449330985098,0
109,0.3956781140892459,0
110,0.39833835585254185,0
111,0.3691599052113669,0
112,0.3915975748260175,0
113,0.3988989977465904,0
114,0.3820385555247233,0
115,0.37322131934772185,0
116,0.3740284189999292,0
117,0.3628907364161564,0
118,0.3605441833262538,0
119,0.338894231772276,0
120,0.3510746308621981,0
121,0.3298607818605406,0
122,0.3653532732774837,0
123,0.3678861380117921,0
124,0.38280964205547086,0
125,0.3693037225860821,0
126,0.3649509325047295,0
127,0.3709527821406404,0
128,0.3430501345834344,0
129,0.3522060083909958,0
130,0.3463969010879269,0
131,0.34252353161260124,0
132,0.30323176859162226,0
133,0.35184104419867185,0
134,0.34936831868013046,0
135,0.34163897017181194,0
136,0.3561529751402641,0
137,0.3233666215149074,0
138,0.3368586458528119,0
139,0.3402233743799451,0
140,0.3291253649005348,0
141,0.33476499982524793,0
142,0.34046911309979877,0
143,0.3376841992931675,0
144,0.3331001348688465,0
145,0.34670835478910755,0
146,0.3504126798260439,0
147,0.2995864651337858,0
148,0.3236517306421405,0
149,0.3054854920916083,0
150,0.30218782147306716,0
151,0.3137783871601515,0
152,0.316926000619656,0
153,0.3116386749706479,0
154,0.3300781303096177,0
155,0.3148737268250672,0
156,0.33773910265154494,0
157,0.34010721052169485,0
158,0.3387399316441849,0
159,0.33752203230593125,0
160,0.3708362928085349,0
161,0.3463398104025329,0
162,0.36100887745942434,0
163,0.348973859548491,0
164,0.3464196439233055,0
165,0.34244417033046015,0
166,0.3369632393301241,0
167,0.3549291432181862,0
168,0.3449013595892479,0
169,0.33215086766525,0
170,0.35158664880328344,0
171,0.37161548383620807,0
172,0.3727676610334214,0
173,0.35327512750558776,0
174,0.3246166502378927,0
175,0.3520883530626798,0
176,0.34161909235054705,0
177,0.3229257592624612,0
178,0.32976119597339304,0
179,0.3452767529607948,0
180,0.3325068565286883,0
181,0.33726417023839794,0
182,0.384001922609795,0
183,0.381853738818612,0
184,0.37001916701257026,0
185,0.35562831649745547,0
186,0.3363587003101685,0
187,0.33539273193193936,0
188,0.34035195852216804,0
189,0.3471636063526383,0
190,0.35350384788770733,0
191,0.36295981471870703,0
192,0.3576159044934264,0
193,0.31672276725363746,0
194,0.3266234015816616,0
195,0.32919326934835336,0
196,0.33233675135398055,0
197,0.34022563156299757,0
198,0.34641705757993274,0
199,0.3577311316883396,0
200,0.3460043868176932,0
201,0.33601931735575413,0
202,0.35623634645054936,0
203,0.3468949466783273,0
204,0.32207536127857167,0
205,0.32660223022296253,0
206,0.32988705187135575,0
207,0.3280374506901115,0
208,0.3140586266776375,0
209,0.3063465619723579,0
210,0.3320714499672829,0
211,0.33876370911112696,0
212,0.35519863368492843,0
213,0.33211718924032907,0
214,0.33101051968165385,0
215,0.33171625010162076,0
216,0.32407650495774487,0
217,0.35939991150629275,0
218,0.35983820507474584,0
219,0.3306457770576687,0
220,0.31131314895262097,0
221,0.30707439928592356,0
222,0.3288457229080306,0
223,0.3092599121824781,0
224,0.343552859215649,0
225,0.3134841777632473,0
226,0.3109198341387054,0
227,0.2806721101726381,0
228,0.3190143299661965,0
229,0.32162315755460863,0
230,0.31939193919157594,0
231,0.33331778879037277,0
232,0.335920086696608,0
233,0.34345544503173125,0
234,0.3019883966387119,0
235,0.3213756434203176,0
236,0.3142844913346789,0
237,0.33033916474860153,0
238,0.338042761227983,0
239,0.3366042517429089,0
240,0.308417808372684,0
241,0.32573055512249355,0
242,0.31478373408373606,0
243,0.31402380898004206,0
244,0.3126476700089622,0
245,0.32178194548719863,0
246,0.3144305263214763,0
247,0.2998702376897139,0
248,0.2740314282859356,0
249,0.2822250224767025,0
250,0.32333306888113533,0
251,0.306037497353774,0
252,0.2923571593121414,0
253,0.33221747261615575,0
254,0.3327843750818641,0
255,0.3302060770022624,0
256,0.3403228481159262,0
257,0.3221120662114782,0
258,0.32548044507867685,0
259,0.3177876806549581,0
260,0.2898299141827751,0
261,0.29266852561626777,0
262,0.3116054243620545,0
263,0.31644345878718655,0
264,0.34405674617799026,0
265,0.32556645566828,0
266,0.32799363056680486,0
267,0.3280146406860944,0
268,0.32085747066357845,0
269,0.31539414983764597,0
270,0.3050709299194878,0
271,0.34579495136431065,0
272,0.32378245779680914,0
273,0.3372160227242378,0
274,0.33632785767469026,0
275,0.3341313358397257,0
276,0.32967432232891775,0
277,0.3167754799073617,0
278,0.3155718698138165,0
279,0.33584261343883753,0
280,0.3387978928175894,0
281,0.32144206193714625,0
282,0.3295221581968289,0
283,0.3271551247405607,0
284,0.32585360831559035,0
285,0.3292141659841349,0
286,0.3103531945860204,0
287,0.3614842366435575,0
288,0.3366083793181203,0
289,0.35167570753434635,0
290,0.3220045697307462,0
291,0.3623515450987326,0
292,0.3569662963664383,0
293,0.37002984339550493,0
294,0.3541245708057256,0
295,0.34925236531443393,0
296,0.3456792970897111,0
297,0.3383202651272956,0
298,0.37158018412835947,0
299,0.36708933760394724,0
300,0.3929681431655139,0
301,0.3985968093952125,0
302,0.3937253764288446,0
303,0.3709582397854056,0
304,0.4013744986678292,0
305,0.3882396293232913,0
306,0.378160737698619,0
307,0.3698765428798321,0
308,0.3691234699422313,0
309,0.35800743368792437,0
310,0.3890151590352109,0
311,0.38967297269764944,0
312,0.3802981733955717,0
313,0.3815350130850711,0
314,0.38701972619977343,0
315,0.3951956787634015,0
316,0.3903825403036695,0
317,0.395989888345786,0
318,0.3661088225325521,0
319,0.39364258419309434,0
320,0.3846977814602751,0
321,0.39947218024439296,0
322,0.42915486686218457,0
323,0.4278662541824043,0
324,0.4197031363809065,0
325,0.4132953593731999,0
326,0.40891225228364403,0
327,0.4357146242422003,0
328,0.4251175555485842,0
329,0.4167998185940465,0
330,0.39870335621368014,0
331,0.43244717730897636,0
332,0.4353867001589209,0
333,0.42755696665093684,0
334,0.4171845643851409,0
335,0.38874435581363787,0
336,0.41034917049462594,0
337,0.4183685285969995,0
338,0.4273734029438738,0
339,0.4139317776003501,0
340,0.42198005917720055,0
341,0.4280923583940879,0
342,0.42388295840973106,0
343,0.4382427574637477,0
344,0.44553621785844255,0
345,0.43735521535656624,0
346,0.4286630404562728,0
347,0.44018541828291013,0
348,0.44727743684253746,0
349,0.4672623569414455,0
350,0.4720604376944783,0
351,0.499186708058097,0
352,0.5071938877008831,0
353,0.4949328062642916,0
354,0.48702846176439163,0
355,0.481838276970469,0
356,0.4959362164445307,0
357,0.5052600073510763,0
358,0.4891431943221387,0
359,0.48436361387057425,0
360,0.4766973883285813,0
361,0.4686361440733299,0
362,0.4746595263345005,0
363,0.475816957019086,0
364,0.4616486356798397,0
365,0.4444009065243191,0
366,0.42494974396815444,0
367,0.48270789864284386,0
368,0.5031470616043887,0
369,0.4803604882515533,0
370,0.4815526178745911,0
371,0.5126699070691625,0
372,0.5011711129388483,0
373,0.4992985109795794,0
374,0.4832815484648686,0
375,0.5021621058859517,0
376,0.5074106943044697,0
377,0.5159470785503514,0
378,0.5094187841751511,0
379,0.5189955752084434,0
380,0.5332365528377705,0
381,0.5282598278045038,0
382,0.5054188154753819,0
383,0.4913294745041204,0
384,0.5534214892376934,0
385,0.5432816017756891,0
386,0.5575812207513188,0
387,0.5691688012735606,0
388,0.5752141885508314,0
389,0.5962257669655927,0
390,0.6069966033374407,0
391,0.6165240613723653,0
392,0.6168398653909768,0
393,0.5953370157896443,0
394,0.6238318467026356,0
395,0.6274240736783044,0
396,0.6140039260521606,0
397,0.6080609832693468,0
398,0.5978275235110756,0
399,0.5874659264283316,0
400,0.6114399116505325,0
401,0.6203245814807681,0
402,0.6126138444823406,0
403,0.599744461158163,0
404,0.6078371523000307,0
405,0.6201389688808261,0
406,0.6210976025412313,0
407,0.6214287009340129,0
408,0.6140074677721514,0
409,0.5980504272239892,0
410,0.6126936866295989,0
411,0.6042232069344936,0
412,0.6259293494069341,0
413,0.6378657755069105,0
414,0.6286479375023732,0
415,0.6349708775020776,0
416,0.6597703356760938,0
417,0.6301661836427287,0
418,0.6077846260114588,0
419,0.6083754918024872,0
420,0.6051719072806452,0
421,0.6094822453422292,0
422,0.6232437387174083,0
423,0.632316809107966,0
424,0.6467334899513838,0
425,0.6483588850645654,0
426,0.6616611737447817,0
427,0.6736323938685181,0
428,0.6388914359450556,0
429,0.6497217633880592,0
430,0.6723902134443012,0
431,0.6584476105338297,0
432,0.6597076807312571,0
433,0.6750572066306185,0
434,0.6736805196197496,0
435,0.6994595678167584,0
436,0.6782301854434816,0
437,0.675984660758208,0
438,0.6790945187643034,0
439,0.6838651543253652,0
440,0.669970387380969,0
441,0.6701224627106791,0
442,0.6809390204990169,0
443,0.6661349204309289,0
444,0.6715206670343862,0
445,0.6888159255795692,0
446,0.652377192437407,0
447,0.6493088387884413,0
448,0.6396182392173064,0
449,0.605310460261963,0
450,0.59457482754899,0
451,0.6195864026500846,0
452,0.6247830818560497,0
453,0.6016589081270574,0
454,0.5722678017382012,0
455,0.5897610183514679,0
456,0.5959224667168757,0
457,0.6219324674180534,0
458,0.6199409316433464,0
459,0.5762320014466317,0
460,0.5502088781396406,0
461,0.5716962065850394,0
462,0.550392569129461,0
463,0.5326671629315426,0
464,0.5309972976881969,0
465,0.5116359773779495,0
466,0.5304809912148853,0
467,0.5150865226818196,0
468,0.5186195425850876,0
469,0.5030640029194228,0
470,0.48193690248526283,0
471,0.4599970298457302,0
472,0.4662570421684359,0
473,0.45695455297968224,0
474,0.4221816494249511,0
475,0.42548891982684667,0
476,0.442353485730597,0
477,0.443901876024816,0
478,0.4370429186375543,0
479,0.4316985585226691,0
480,0.42242988635341383,0
481,0.44528560989531873,0
482,0.4324643539121445,0
483,0.4177958070509939,0
484,0.40962996729878437,0
485,0.4179168117974254,0
