activity_vector,freezing_vector,animal_name,condition
0.464783263897359,1,astro3,cxta
0.45710945289978766,1,astro3,cxta
0.46167097220391246,1,astro3,cxta
0.48345267716675205,1,astro3,cxta
0.49962092151648546,1,astro3,cxta
0.4799782830149498,1,astro3,cxta
0.49007112324458507,1,astro3,cxta
0.512186848915281,1,astro3,cxta
0.5347025592588147,1,astro3,cxta
0.5292073107203819,1,astro3,cxta
0.5313926236871337,1,astro3,cxta
0.48452949222519137,1,astro3,cxta
0.48650007482331264,0,astro3,cxta
0.4480607056347226,0,astro3,cxta
0.46731776867483665,0,astro3,cxta
0.4558127996479889,0,astro3,cxta
0.482190626587669,0,astro3,cxta
0.4866660637747463,0,astro3,cxta
0.4621865906058475,0,astro3,cxta
0.49158175865565185,0,astro3,cxta
0.5184120822571635,0,astro3,cxta
0.4609808560797696,0,astro3,cxta
0.4896728064084392,0,astro3,cxta
0.501562410080255,0,astro3,cxta
0.4968121648014334,0,astro3,cxta
0.48986885438254457,0,astro3,cxta
0.49158707576708116,0,astro3,cxta
0.4772560130730736,0,astro3,cxta
0.456307436747261,0,astro3,cxta
0.46272962677772284,0,astro3,cxta
0.46457616573980265,0,astro3,cxta
0.4411433167684433,0,astro3,cxta
0.43607044321636873,0,astro3,cxta
0.4652451107749964,0,astro3,cxta
0.45643879839586027,0,astro3,cxta
0.43817060041173406,0,astro3,cxta
0.4608938845804649,0,astro3,cxta
0.46422848909227954,0,astro3,cxta
0.47222808115731374,0,astro3,cxta
0.4915119724602024,0,astro3,cxta
0.43972951085296463,0,astro3,cxta
0.4070143493900157,0,astro3,cxta
0.4699707818639566,0,astro3,cxta
0.46718130058020557,0,astro3,cxta
0.45636031576081243,0,astro3,cxta
0.47933041589013264,0,astro3,cxta
0.47729812327173016,0,astro3,cxta
0.48183918523546354,0,astro3,cxta
0.492364952597765,0,astro3,cxta
0.47778881637079684,0,astro3,cxta
0.4908806649819272,0,astro3,cxta
0.487237587036931,0,astro3,cxta
0.5033582928801089,0,astro3,cxta
0.48996514385441076,0,astro3,cxta
0.475137206485124,0,astro3,cxta
0.4767388737529126,0,astro3,cxta
0.48203051257277907,0,astro3,cxta
