"","pred_a1","pred_a0","pred_mu","pred_sigma","pred_mu_sigma","variance","mean_peak","mu_1","mu_2","mu_3","mu_4","mu_5","mu_6","mu_7","mu_8","CellID","animal"
"1178","0.1","0","18.8","1","10","16.7584307141212","20.75","32.6","8.9",NA,NA,NA,NA,NA,NA,"1178","M5."
"1179","0.6","0","21.3","13.1","0.5","1.62634559672906","20.95","19.8","22.1",NA,NA,NA,NA,NA,NA,"1179","M5."
"118","0.1","0","1.9","6.8","0.5","0.721110255092798","1.1","0.9","1.9","0.5",NA,NA,NA,NA,NA,"118","F5."
"1180","0","0","1.1","2.1","0.3","0.0707106781186548","0.35","0.3","0.4",NA,NA,NA,NA,NA,NA,"1180","M5."
"1181","0.1","0","5.9","1.6","2.1","1.97989898732233","5.2","3.8","6.6",NA,NA,NA,NA,NA,NA,"1181","M5."
"1182","0.2","0","19.4","13","0.8","0.0707106781186558","20.45","20.5","20.4",NA,NA,NA,NA,NA,NA,"1182","M5."
"1183","0.1","0","1.7","1.7","12.9","1.48492424049175","1.45","0.4","2.5",NA,NA,NA,NA,NA,NA,"1183","M5."
"1184","0","0","28.8","0","6.3","4.80832611206852","32.9","29.5","36.3",NA,NA,NA,NA,NA,NA,"1184","M5."
"1185","0.1","0","27.1","7","7.6","10.6773123959169","31.55","39.1","24",NA,NA,NA,NA,NA,NA,"1185","M5."
"1186","0.3","0","16.7","13.9","2.8","2.68700576850888","17.2","15.3","19.1",NA,NA,NA,NA,NA,NA,"1186","M5."
"1187","0","0","1.3","1.4","0.7","1.06066017177982","0.85","1.6","0.1",NA,NA,NA,NA,NA,NA,"1187","M5."
"1188","0","0","0.2","1","0.3","0.353553390593274","0.45","0.7","0.2",NA,NA,NA,NA,NA,NA,"1188","M5."
"1189","0","0","0.4","1.4","0.4","0.14142135623731","0.8","0.9","0.7",NA,NA,NA,NA,NA,NA,"1189","M5."
"119","0","0","20.6","1.1","15","18.7064160116255","23.9","2.3","34.6","34.8",NA,NA,NA,NA,NA,"119","F5."
"1190","0","0","1.7","1.2","0.7","0.989949493661167","1.1","1.8","0.4",NA,NA,NA,NA,NA,NA,"1190","M5."
"1191","0","0","6.8","1.6","2.6","1.76776695296637","5.95","7.2","4.7",NA,NA,NA,NA,NA,NA,"1191","M5."
"1192","0","0","0.1","0.9","0.7","0.212132034355964","0.25","0.4","0.1",NA,NA,NA,NA,NA,NA,"1192","M5."
"1193","0.3","0","3","4.9","1.6","0.777817459305202","3.35","3.9","2.8",NA,NA,NA,NA,NA,NA,"1193","M5."
"1194","0.2","0","17.5","12.6","2.8","0.212132034355965","17.45","17.3","17.6",NA,NA,NA,NA,NA,NA,"1194","M5."
"1195","0.1","0","1.9","1.9","0.3","1.34350288425444","1.55","0.6","2.5",NA,NA,NA,NA,NA,NA,"1195","M5."
"1196","0","0","2.2","0.5","0.7","0.494974746830583","2.05","2.4","1.7",NA,NA,NA,NA,NA,NA,"1196","M5."
"1197","0.1","0","3.8","2.1","0.8","0.565685424949238","4.1","3.7","4.5",NA,NA,NA,NA,NA,NA,"1197","M5."
"1198","0.1","0","23.3","6.5","9.3","16.5462986797652","11.8","23.5","0.1",NA,NA,NA,NA,NA,NA,"1198","M5."
"1199","0","0","0.4","0.8","0.6","0.777817459305202","0.65","0.1","1.2",NA,NA,NA,NA,NA,NA,"1199","M5."
"12","0","0","4","0.6","1.6","1.04403065089105","4.1","4.8","2.9","4.6",NA,NA,NA,NA,NA,"12","F3."
"120","0","0","33.6","0.5","4.2","17.617037208339","17.4","36.8","13","2.4",NA,NA,NA,NA,NA,"120","F5."
"1200","0.1","0","1.6","0","0.4","19.7282791951047","15.75","29.7","1.8",NA,NA,NA,NA,NA,NA,"1200","M5."
"1201","0.2","0","1.4","2.6","0.1","0.0707106781186548","1.05","1","1.1",NA,NA,NA,NA,NA,NA,"1201","M5."
"1202","0.1","0","2.5","2.8","0.3","0.212132034355964","2.45","2.6","2.3",NA,NA,NA,NA,NA,NA,"1202","M5."
"1203","0","0","37.3","0.7","5.8","23.758787847868","18","1.2","34.8",NA,NA,NA,NA,NA,NA,"1203","M5."
"1204","0","0","28.2","8.9","4.8","3.95979797464466","40.5","43.3","37.7",NA,NA,NA,NA,NA,NA,"1204","M5."
"1205","0.6","0","19.8","13","0.9","0.353553390593274","19.45","19.7","19.2",NA,NA,NA,NA,NA,NA,"1205","M5."
"1206","0.2","0","4.5","5.6","2","1.27279220613579","3.5","2.6","4.4",NA,NA,NA,NA,NA,NA,"1206","M5."
"1207","0.1","0","20.6","4.8","0.2","0.707106781186548","20.3","20.8","19.8",NA,NA,NA,NA,NA,NA,"1207","M5."
"1208","0","0","3.9","0.6","1.9","1.76776695296637","3.85","5.1","2.6",NA,NA,NA,NA,NA,NA,"1208","M5."
"1209","0.1","0","0.8","1.3","0.6","0.989949493661167","0.8","0.1","1.5",NA,NA,NA,NA,NA,NA,"1209","M5."
"121","0","0","2","3.2","2.1","1.85831464863551","2.43333333333333","0.3","3.7","3.3",NA,NA,NA,NA,NA,"121","F5."
"1210","0","0","15.5","9.2","5.6","3.18198051533946","16.05","18.3","13.8",NA,NA,NA,NA,NA,NA,"1210","M5."
"1211","0.1","0","19.8","13.2","2.5","0.636396103067892","18.95","19.4","18.5",NA,NA,NA,NA,NA,NA,"1211","M5."
"1212","0.2","0","19.9","9.8","2.6","0.777817459305203","19.95","20.5","19.4",NA,NA,NA,NA,NA,NA,"1212","M5."
"1213","0","0","9.9","7.6","0.3","0.14142135623731","10.3","10.2","10.4",NA,NA,NA,NA,NA,NA,"1213","M5."
"1214","0.1","0","4.8","1.7","3.7","3.53553390593274","3.5","6","1",NA,NA,NA,NA,NA,NA,"1214","M5."
"1215","0.1","0","13.3","1.8","12.8","22.6981276760882","16.95","33","0.9",NA,NA,NA,NA,NA,NA,"1215","M5."
"1216","0","0","1.1","0.8","0.2","0.14142135623731","1","0.9","1.1",NA,NA,NA,NA,NA,NA,"1216","M5."
"1217","0.1","0","3.1","0.9","3.1","1.69705627484771","3.1","4.3","1.9",NA,NA,NA,NA,NA,NA,"1217","M5."
"1218","0.1","0","2.3","1.5","0.6","0.424264068711929","2.4","2.1","2.7",NA,NA,NA,NA,NA,NA,"1218","M5."
"1219","0","0","5.8","0.5","5.9","4.24264068711928","6","9","3",NA,NA,NA,NA,NA,NA,"1219","M5."
"122","0","0","39.8","2.4","5.5","1.83575597506858","41.2","40.4","43.3","39.9",NA,NA,NA,NA,NA,"122","F5."
"1220","0","0","2.9","0.9","0.2","0","3","3","3",NA,NA,NA,NA,NA,NA,"1220","M5."
"1221","0.1","0","3.3","1.3","0.6","0.707106781186548","3.1","2.6","3.6",NA,NA,NA,NA,NA,NA,"1221","M5."
"1222","0.1","0","3.4","1.4","2","3.04055915910215","2.35","0.2","4.5",NA,NA,NA,NA,NA,NA,"1222","M5."
"1223","0.1","0","4.1","3.6","0.9","0.0707106781186545","4.05","4.1","4",NA,NA,NA,NA,NA,NA,"1223","M5."
"1224","0.1","0","4.5","1.7","0.9","0.424264068711929","4.4","4.7","4.1",NA,NA,NA,NA,NA,NA,"1224","M5."
"1225","0.2","0","2.5","6.2","1.8","0.0707106781186548","3.45","3.5","3.4",NA,NA,NA,NA,NA,NA,"1225","M5."
"1226","0","0","15.5","0.6","11.3","19.3747258045114","17.6","31.3","3.9",NA,NA,NA,NA,NA,NA,"1226","M5."
"1227","0.1","0","3","1.7","0.5","0.848528137423857","3.8","3.2","4.4",NA,NA,NA,NA,NA,NA,"1227","M5."
"1228","0.1","0","4.1","1.9","1.7","0.777817459305202","4.15","3.6","4.7",NA,NA,NA,NA,NA,NA,"1228","M5."
"1229","0","0","3.6","1","1.6","1.69705627484771","3.6","2.4","4.8",NA,NA,NA,NA,NA,NA,"1229","M5."
"123","0","0","2.6","3.1","0.4","1.24230967690562","1.26666666666667","2.7","0.5","0.6",NA,NA,NA,NA,NA,"123","F5."
"1230","0.1","0","4.1","2","4.7","3.53553390593274","3.2","0.7","5.7",NA,NA,NA,NA,NA,NA,"1230","M5."
"1231","0.1","0","7.9","1.6","3.5","2.89913780286485","7.25","9.3","5.2",NA,NA,NA,NA,NA,NA,"1231","M5."
"1232","0","0","5.2","0.9","0.2","0.0707106781186545","5.05","5.1","5",NA,NA,NA,NA,NA,NA,"1232","M5."
"1233","0.2","0","5.2","6.8","1.6","2.12132034355964","5.8","7.3","4.3",NA,NA,NA,NA,NA,NA,"1233","M5."
"1234","0.1","0","3.5","2.2","3.8","3.11126983722081","2.3","0.1","4.5",NA,NA,NA,NA,NA,NA,"1234","M5."
"1235","0.2","0","5.6","2.9","2.7","1.20208152801713","6.15","5.3","7",NA,NA,NA,NA,NA,NA,"1235","M5."
"1236","0.2","0","6.1","1.7","0.8","0.707106781186548","6.1","6.6","5.6",NA,NA,NA,NA,NA,NA,"1236","M5."
"1237","0","0","8.1","1","0.6","1.06066017177982","7.45","6.7","8.2",NA,NA,NA,NA,NA,NA,"1237","M5."
"1238","0","0","15.5","0.6","10.3","15.556349186104","22.5","33.5","11.5",NA,NA,NA,NA,NA,NA,"1238","M5."
"1239","0.9","0","33.4","0.1","3.2","4.52548339959391","38","34.8","41.2",NA,NA,NA,NA,NA,NA,"1239","M5."
"124","0","0","0.9","4.8","0.3","1.11504857891185","1.36666666666667","1.8","0.1","2.2",NA,NA,NA,NA,NA,"124","F5."
"1240","0.1","0","3.2","2","0.6","0.565685424949238","3.3","2.9","3.7",NA,NA,NA,NA,NA,NA,"1240","M5."
"1241","0","0","10.7","0.8","0.4","9.40452018978108","10.05","3.4","16.7",NA,NA,NA,NA,NA,NA,"1241","M9."
"1242","0.5","0","2","3.4","0.9","1.69705627484771","1.4","2.6","0.2",NA,NA,NA,NA,NA,NA,"1242","M9."
"1243","0.3","0","6","2.4","0.3","0.0707106781186545","5.95","5.9","6",NA,NA,NA,NA,NA,NA,"1243","M9."
"1244","0","0","7.2","2.6","0.4","0.14142135623731","6.6","6.5","6.7",NA,NA,NA,NA,NA,NA,"1244","M9."
"1245","0","0","25.2","0.1","7.8","0.212132034355962","35.85","36","35.7",NA,NA,NA,NA,NA,NA,"1245","M9."
"1246","0.1","0","5","3.1","4.4","3.88908729652601","4.85","2.1","7.6",NA,NA,NA,NA,NA,NA,"1246","M9."
"1247","0.1","0","0.6","2.1","0.2","0","0.2","0.2","0.2",NA,NA,NA,NA,NA,NA,"1247","M9."
"1248","0.1","0","1.9","2.4","2.9","2.47487373415292","1.85","3.6","0.1",NA,NA,NA,NA,NA,NA,"1248","M9."
"1249","0.1","0","2.5","0.9","1.6","2.26274169979695","1.7","3.3","0.1",NA,NA,NA,NA,NA,NA,"1249","M9."
"125","0","0","1.5","3.5","0.7","0.416333199893227","1.33333333333333","1.8","1.2","1",NA,NA,NA,NA,NA,"125","F5."
"1250","0.4","0","5.5","2.1","1.4","1.13137084989848","6.2","7","5.4",NA,NA,NA,NA,NA,NA,"1250","M9."
"1251","0.2","0","1.2","2.4","0.1","0.777817459305202","0.65","1.2","0.1",NA,NA,NA,NA,NA,NA,"1251","M9."
"1252","0.1","0","0.6","4.2","0.1","1.34350288425444","1.65","2.6","0.7",NA,NA,NA,NA,NA,NA,"1252","M9."
"1253","0.1","0","16.5","12.3","0.5","2.89913780286485","17.55","19.6","15.5",NA,NA,NA,NA,NA,NA,"1253","M9."
"1254","0","0","10.6","1.7","9.7","11.9501046020527","9.15","0.7","17.6",NA,NA,NA,NA,NA,NA,"1254","M9."
"1255","0.2","0","6","3","0.8","1.62634559672906","4.85","6","3.7",NA,NA,NA,NA,NA,NA,"1255","M9."
"1256","0.3","0","3.8","3.1","1.3","2.1920310216783","2.45","4","0.9",NA,NA,NA,NA,NA,NA,"1256","M9."
"1257","0.1","0","0.5","3.8","1","0.212132034355964","1.15","1.3","1",NA,NA,NA,NA,NA,NA,"1257","M9."
"1258","0","0","16.6","0.8","10.4","21.496046148071","18","2.8","33.2",NA,NA,NA,NA,NA,NA,"1258","M9."
"1259","0.1","0","9.2","6","6.4","8.98025612106915","9.15","15.5","2.8",NA,NA,NA,NA,NA,NA,"1259","M9."
"126","0","0","1.1","4.5","0.5","0.781024967590665","1","1.5","0.1","1.4",NA,NA,NA,NA,NA,"126","F5."
"1260","0","0","2.9","2.7","7.3","18.031222920257","13.45","0.7","26.2",NA,NA,NA,NA,NA,NA,"1260","M9."
"1261","0","0","2","1.5","1.8","1.90918830920368","1.45","0.1","2.8",NA,NA,NA,NA,NA,NA,"1261","M9."
"1262","0.1","0","0.5","4.1","0.3","0","1","1","1",NA,NA,NA,NA,NA,NA,"1262","M9."
"1263","0.1","0","3.1","1.8","1.2","1.06066017177982","3.25","2.5","4",NA,NA,NA,NA,NA,NA,"1263","M9."
"1264","0.1","0","0.3","2.3","0.3","0.212132034355964","0.35","0.5","0.2",NA,NA,NA,NA,NA,NA,"1264","M9."
"1265","0.1","0","3.5","2","4","3.32340187157677","3.55","1.2","5.9",NA,NA,NA,NA,NA,NA,"1265","M9."
"1266","0.3","0","3.5","2.9","14","24.2537625946986","20.05","2.9","37.2",NA,NA,NA,NA,NA,NA,"1266","M9."
"1267","0.1","0","0.7","1.8","0.2","0.0707106781186547","0.45","0.5","0.4",NA,NA,NA,NA,NA,NA,"1267","M9."
"1268","0.1","0","2.5","2.5","2.8","2.75771644662754","2.05","0.1","4",NA,NA,NA,NA,NA,NA,"1268","M9."
"1269","0","0","10.4","0.6","10.1","16.6877200360025","12.1","0.3","23.9",NA,NA,NA,NA,NA,NA,"1269","M9."
"127","0","0","9","0.5","6.1","4.1645327869202","9.46666666666667","4.7","12.4","11.3",NA,NA,NA,NA,NA,"127","F5."
"1270","0","0","1.2","0.7","1.1","1.06066017177982","1.25","0.5","2",NA,NA,NA,NA,NA,NA,"1270","M9."
"1271","0.2","0","18.8","2.9","11.1","24.6780266634105","19.35","1.9","36.8",NA,NA,NA,NA,NA,NA,"1271","M9."
"1272","0.2","0","1.5","3","2.6","1.76776695296637","1.35","2.6","0.1",NA,NA,NA,NA,NA,NA,"1272","M9."
"1273","0.1","0","6.1","4.2","11.5","4.24264068711928","4.7","1.7","7.7",NA,NA,NA,NA,NA,NA,"1273","M9."
"1274","0","0","1.6","0.7","1.3","0.919238815542512","1.85","1.2","2.5",NA,NA,NA,NA,NA,NA,"1274","M9."
"1275","0.1","0","2.4","1.5","1.2","1.06066017177982","2.65","1.9","3.4",NA,NA,NA,NA,NA,NA,"1275","M9."
"1276","0.1","0","1.3","0.9","0.3","0.212132034355964","1.15","1.3","1",NA,NA,NA,NA,NA,NA,"1276","M9."
"1277","0.2","0","2.4","3","0.1","0.0707106781186548","2.35","2.4","2.3",NA,NA,NA,NA,NA,NA,"1277","M9."
"1278","0.3","0","1.1","2.8","1.6","1.48492424049175","1.25","2.3","0.2",NA,NA,NA,NA,NA,NA,"1278","M9."
"1279","0","0","2.5","4.7","0.3","2.05060966544099","1.75","3.2","0.3",NA,NA,NA,NA,NA,NA,"1279","M9."
"128","0","0","3.9","0.5","1.9","2.98161030317512","3.4","4.2","0.1","5.9",NA,NA,NA,NA,NA,"128","F5."
"1280","0","0","0.2","1.3","0.3","0.565685424949238","0.5","0.9","0.1",NA,NA,NA,NA,NA,NA,"1280","M9."
"1281","0.1","0","2","0.6","0.9","1.20208152801713","2.75","1.9","3.6",NA,NA,NA,NA,NA,NA,"1281","M9."
"1282","0.1","0","18.2","1","12.2","22.2031529292576","19","3.3","34.7",NA,NA,NA,NA,NA,NA,"1282","M9."
"1283","0.2","0","5","4.9","0.7","0.777817459305202","5.05","5.6","4.5",NA,NA,NA,NA,NA,NA,"1283","M9."
"1284","0","0","5.2","0.6","2.4","3.7476659402887","5.15","2.5","7.8",NA,NA,NA,NA,NA,NA,"1284","M9."
"1285","0.2","0","1.5","3.7","0.9","0.848528137423857","2.1","2.7","1.5",NA,NA,NA,NA,NA,NA,"1285","M9."
"1286","0.2","0","4.6","2.6","0.3","0.565685424949238","4.7","5.1","4.3",NA,NA,NA,NA,NA,NA,"1286","M9."
"1287","0.1","0","4.9","0.9","1","0.919238815542512","4.25","3.6","4.9",NA,NA,NA,NA,NA,NA,"1287","M9."
"1288","0.2","0","3","3.4","0.3","0","3.3","3.3","3.3",NA,NA,NA,NA,NA,NA,"1288","M9."
"1289","0.1","0","1.8","3.3","1.5","2.26274169979695","1.8","3.4","0.2",NA,NA,NA,NA,NA,NA,"1289","M9."
"129","0","0","5.1","0.5","3.4","3.06648550189518","3.46666666666667","4.2","0.1","6.1",NA,NA,NA,NA,NA,"129","F5."
"1290","0.1","0","0.7","1.9","0.3","1.13137084989848","1.6","2.4","0.8",NA,NA,NA,NA,NA,NA,"1290","M9."
"1291","0.1","0","1.9","2.1","1.5","2.54558441227157","1.9","3.7","0.1",NA,NA,NA,NA,NA,NA,"1291","M9."
"1292","0","0","38.9","0.6","5.6","17.7483802077823","15.85","3.3","28.4",NA,NA,NA,NA,NA,NA,"1292","M9."
"1293","0","0","5","1.3","8.3","2.1920310216783","4.75","3.2","6.3",NA,NA,NA,NA,NA,NA,"1293","M9."
"1294","0.1","0","2.4","1.2","1.9","1.83847763108502","2.1","3.4","0.8",NA,NA,NA,NA,NA,NA,"1294","M9."
"1295","0.3","0","3.3","2.9","3.3","2.89913780286484","4.05","6.1","2",NA,NA,NA,NA,NA,NA,"1295","M9."
"1296","0.2","0","4.5","3.3","1.6","0.919238815542512","4.95","5.6","4.3",NA,NA,NA,NA,NA,NA,"1296","M9."
"1297","0","0","3.4","0.5","0.2","0.212132034355964","3.45","3.6","3.3",NA,NA,NA,NA,NA,NA,"1297","M9."
"1298","0.2","0","4.4","4","2","0.707106781186548","4.3","4.8","3.8",NA,NA,NA,NA,NA,NA,"1298","M9."
"1299","0.1","0","8","1.7","4.7","4.17193000900063","7.65","4.7","10.6",NA,NA,NA,NA,NA,NA,"1299","M9."
"13","0","0","3.9","0.9","0.2","0.305505046330389","3.76666666666667","4.1","3.7","3.5",NA,NA,NA,NA,NA,"13","F3."
"130","0","0","1.2","2","0.7","1.24230967690561","0.866666666666667","2.3","0.2","0.1",NA,NA,NA,NA,NA,"130","F5."
"1300","0.1","0","4.4","2.4","4.5","2.33345237791561","4.55","6.2","2.9",NA,NA,NA,NA,NA,NA,"1300","M9."
"1301","0.1","0","8.6","1.7","4.9","3.60624458405139","8.55","6","11.1",NA,NA,NA,NA,NA,NA,"1301","M9."
"1302","0.1","0","7.2","1.6","1.1","0.636396103067893","6.95","6.5","7.4",NA,NA,NA,NA,NA,NA,"1302","M9."
"1303","0.1","0","6.6","2","0.3","0.282842712474619","6.2","6","6.4",NA,NA,NA,NA,NA,NA,"1303","M9."
"1304","0.1","0","5.2","1.7","0.3","0.0707106781186545","5.25","5.2","5.3",NA,NA,NA,NA,NA,NA,"1304","M9."
"1305","0.2","0","7.7","3.2","1.4","1.06066017177982","7.65","6.9","8.4",NA,NA,NA,NA,NA,NA,"1305","M9."
"1306","0.1","0","7.6","2.1","2.9","3.04055915910215","8.85","6.7","11",NA,NA,NA,NA,NA,NA,"1306","M9."
"1307","0","0","4.4","1.7","4.8","3.60624458405139","3.55","6.1","1",NA,NA,NA,NA,NA,NA,"1307","M9."
"1308","0.2","0","7.7","2.2","0.4","0.636396103067893","7.25","7.7","6.8",NA,NA,NA,NA,NA,NA,"1308","M9."
"1309","0.3","0","9.6","4.7","1.5","0.777817459305202","9.65","9.1","10.2",NA,NA,NA,NA,NA,NA,"1309","M9."
"131","0","0","18.5","8.5","2.8","0.66583281184794","16.3666666666667","16.8","16.7","15.6",NA,NA,NA,NA,NA,"131","F5."
"1310","0.1","0","3.2","4","2.1","1.06066017177982","2.15","1.4","2.9",NA,NA,NA,NA,NA,NA,"1310","M9."
"1311","0","0","4.7","1.5","0.6","0.565685424949238","4.4","4","4.8",NA,NA,NA,NA,NA,NA,"1311","M9."
"1312","0","0","2.5","1.3","2.1","3.04055915910215","2.35","0.2","4.5",NA,NA,NA,NA,NA,NA,"1312","M9."
"1313","0.4","0","10.9","5.9","0.7","0.494974746830583","10.65","10.3","11",NA,NA,NA,NA,NA,NA,"1313","M9."
"1314","0.1","0","5.4","1.3","4.4","3.11126983722081","6.6","4.4","8.8",NA,NA,NA,NA,NA,NA,"1314","M9."
"1315","0","0","36.8","0.1","12.3","17.3948268171891","12.5","0.2","24.8",NA,NA,NA,NA,NA,NA,"1315","M9."
"1316","0.3","0","16.2","13.1","3.9","1.83847763108502","18.6","19.9","17.3",NA,NA,NA,NA,NA,NA,"1316","M9."
"1317","0.1","0","5.8","5.4","6.4","5.51543289325507","4.3","0.4","8.2",NA,NA,NA,NA,NA,NA,"1317","M9."
"1318","0","0","13.8","1.6","7","8.83883476483185","12.85","6.6","19.1",NA,NA,NA,NA,NA,NA,"1318","M9."
"1319","0","0","2.3","2.5","4.6","1.48492424049175","3.75","2.7","4.8",NA,NA,NA,NA,NA,NA,"1319","M9."
"132","0","0","17.2","0.7","10.9","14.8684229156962","15.7","10.8","32.4","3.9",NA,NA,NA,NA,NA,"132","F5."
"1320","0","0","23.2","0.7","14.6","17.8635942631935","19.86","33.1","0.1","33.5","0.5","32.1",NA,NA,NA,"1320","M10"
"1321","0","0","15.4","0.5","9.5","9.03565160904292","9.14","21.7","14","8.7","0","1.3",NA,NA,NA,"1321","M10"
"1322","0","0","0.7","2.6","0.3","0.350713558335004","0.76","0.2","0.8","1","1.1","0.7",NA,NA,NA,"1322","M10"
"1323","0","0","5.1","1.2","12.4","12.6336851314254","10.1","32.4","2.8","8","3.3","4",NA,NA,NA,"1323","M10"
"1324","0","0","1.4","1.8","1.3","1.60218600667962","1.02","3.8","1","0.1","0.1","0.1",NA,NA,NA,"1324","M10"
"1325","0","0","1.3","1.9","1","1.04498803820905","1.02","2.7","0.7","1.3","0.3","0.1",NA,NA,NA,"1325","M10"
"1326","0","0","4.3","1.5","3.7","2.91924647811726","3.12","1.7","4.9","7.3","0.1","1.6",NA,NA,NA,"1326","M10"
"1327","0","0","2.9","0.9","1.2","1.0295630140987","2.6","0.9","2.8","3.5","2.5","3.3",NA,NA,NA,"1327","M10"
"1328","0","0","1","1.5","0.2","0.580517010948","1.02","1.3","1.5","0.1","1.4","0.8",NA,NA,NA,"1328","M10"
"1329","0","0","1.6","1.2","1","1.08489630840924","1.32","0.8","1.2","0.2","3.1","1.3",NA,NA,NA,"1329","M10"
"133","0","0","24.5","0.4","12.2","11.1168040971015","24.9333333333333","31.1","12.1","31.6",NA,NA,NA,NA,NA,"133","F5."
"1330","0","0","2.7","1.3","1.5","1.01636607578175","2.46","1","3.5","2","2.5","3.3",NA,NA,NA,"1330","M10"
"1331","0","0","2.6","1.5","1.4","1.18953772533703","2.9","1.8","4.5","1.8","3.7","2.7",NA,NA,NA,"1331","M10"
"1332","0","0","5.1","1.1","11.5","12.9713915984369","10.08","1.7","4.8","9","32.7","2.2",NA,NA,NA,"1332","M10"
"1333","0.1","0","15.5","0.8","13.8","15.6862360048547","14.74","2.6","4.5","32.4","31.4","2.8",NA,NA,NA,"1333","M10"
"1334","0","0","21","0.6","13.2","14.8269012271614","20.82","3.8","34.5","26.9","32.9","6",NA,NA,NA,"1334","M10"
"1335","0","0","2.9","1.9","1.8","2.35732899697942","2.62","3.3","1.4","6.3","0.1","2",NA,NA,NA,"1335","M10"
"1336","0","0","3.5","1.1","1.2","0.9555103348473","3.54","2.6","4.3","2.4","4.1","4.3",NA,NA,NA,"1336","M10"
"1337","0","0","4.3","0.6","11.4","12.2854792336319","9.26","3.9","31.2","2.7","4.7","3.8",NA,NA,NA,"1337","M10"
"1338","0","0","0.3","0.9","0.3","0.320936130717624","0.34","0.2","0.9","0.3","0.1","0.2",NA,NA,NA,"1338","M10"
"1339","0","0","1.3","2.2","0.2","0.403732584763727","0.76","0.3","0.8","1.4","0.7","0.6",NA,NA,NA,"1339","M10"
"134","0","0","10.6","0.4","5","2.57940561628708","9.96666666666667","12.1","10.7","7.1",NA,NA,NA,NA,NA,"134","F5."
"1340","0","0","1.2","1.2","0.6","0.572712842531054","1.06","0.6","2","0.7","0.8","1.2",NA,NA,NA,"1340","M10"
"1341","0","0","19.5","0.5","12.1","13.2646899699918","12.08","2","26.4","26.8","3.2","2",NA,NA,NA,"1341","M10"
"1342","0.1","0","1.7","3","1.2","1.22188379152847","2.06","1.2","2.7","1.5","3.9","1",NA,NA,NA,"1342","M10"
"1343","0","0","25.9","0.7","12.6","13.8777880081806","27.76","34.5","3.1","35.8","34","31.4",NA,NA,NA,"1343","M10"
"1344","0.1","0","2.4","1.6","0.6","0.701427116670007","2.52","2.7","1.9","1.9","3.6","2.5",NA,NA,NA,"1344","M10"
"1345","0","0","14.8","0.9","13.7","15.1847620988937","15.08","31.8","5.7","31.5","2","4.4",NA,NA,NA,"1345","M10"
"1346","0","0","4.7","1.3","11.6","12.4893154336016","9.04","4.2","31.3","3.6","1.7","4.4",NA,NA,NA,"1346","M10"
"1347","0","0","18.3","2.4","0.4","16.0667358228111","7.8","36.5","0","0.1","2.1","0.3",NA,NA,NA,"1347","M10"
"1348","0","0","0.7","2.7","0.2","0.34928498393146","0.88","0.7","0.7","0.8","1.5","0.7",NA,NA,NA,"1348","M10"
"1349","0","0","28.1","0.5","14.7","12.8963173037887","28.2","36.2","31.8","5.3","33.7","34",NA,NA,NA,"1349","M10"
"135","0","0","2","3.6","1","0.305505046330389","1.93333333333333","2.2","1.6","2",NA,NA,NA,NA,NA,"135","F5."
"1350","0","0","1.3","1.7","0.3","0.873498712076898","0.54","0.2","0.1","0.2","2.1","0.1",NA,NA,NA,"1350","M10"
"1351","0","0","0.3","1.1","0.1","0.173205080756888","0.2","0.1","0.2","0.1","0.1","0.5",NA,NA,NA,"1351","M10"
"1352","0","0","3.2","1.7","13.3","18.3363845945704","23.44","38.2","2.4","38","4.5","34.1",NA,NA,NA,"1352","M10"
"1353","0","0","10.2","5.3","3.9","7.95110055275369","10.4","15.6","1.8","20","11.8","2.8",NA,NA,NA,"1353","M10"
"1354","0","0","1.1","3.1","0.2","0.304959013639538","0.94","1.1","1","1.1","1.1","0.4",NA,NA,NA,"1354","M10"
"1355","0.1","0","2.5","3","1.6","1.37003649586425","2.22","3.3","3.9","1.6","0.5","1.8",NA,NA,NA,"1355","M10"
"1356","0","0","1.3","1.6","0.8","1.58335087709579","1.22","3.8","0.2","1.7","0.1","0.3",NA,NA,NA,"1356","M10"
"1357","0.1","0","29.8","2.6","13.8","14.9922313215879","30.62","37.7","38.7","3.9","37.6","35.2",NA,NA,NA,"1357","M10"
"1358","0","0","18.8","1.1","12.7","15.9675295521881","21.38","33","5.8","32.6","2.1","33.4",NA,NA,NA,"1358","M10"
"1359","0.1","0","3.2","3.1","2.2","2.84130251821238","2.56","0.1","2.8","2.6","7.1","0.2",NA,NA,NA,"1359","M10"
"136","0","0","4.9","1.8","0.6","0.850490054811538","0.933333333333333","1.9","0.3","0.6",NA,NA,NA,NA,NA,"136","F5."
"1360","0","0","33.4","0.1","1.8","0.350713558335004","0.54","0.5","1.1","0.6","0.2","0.3",NA,NA,NA,"1360","M10"
"1361","0","0","15.5","0.3","2.3","2.44785620492708","16.38","16.4","14.8","18.5","13.2","19",NA,NA,NA,"1361","M10"
"1362","0","0","1","2.2","0.2","0.614817045957576","0.74","1.7","0.2","0.2","0.8","0.8",NA,NA,NA,"1362","M10"
"1363","0","0","1.4","2.4","0.1","0.258843582110896","1.28","1.2","1","1.7","1.2","1.3",NA,NA,NA,"1363","M10"
"1364","0","0","39.6","4.5","5.2","6.66655833245311","37.06","39.2","26.5","39.5","35.7","44.4",NA,NA,NA,"1364","M10"
"1365","0","0","18.4","2.4","12","17.5027712091543","15.82","36.2","1.8","33.7","3.7","3.7",NA,NA,NA,"1365","M10"
